no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
1020,????????? ?????????????????? ??????????,EARW THAI The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1031,??????????????????? ?????????????????? ?????,VITSAVA NOODLE The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1033,???????????????????? ?????????????????? ???????,ZEN RESTAURANT The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1042,???? ????? ?????????????????? ??????????,FUKU MUTCHA The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1045,????? ?????? ?????????????????? ??????????,CAFE AMAZON The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1067,??????? ?????????????????? ??????,OH JUICE The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1070,??????? ????? ?????????????????? ??????????,HACHIBAN RAMEN The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1073,???????? ?????????????????? ??????,LA MEOW The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1079,??????? ????????? ?????????????????? ??????,POTATO CORNER The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1087,??? ?? ??? ?????????????????? ???????,KEN PHU PANG The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1090,???????? ???? ?????????????????? ??????,YAKINIKU LIKE The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1096,??? ?????????? ????????? ?????,MOS BURGER The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1107,?????????????????? ?????????????????? ?????,ZHANGLIANG MALA TANG The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1110,?????? ?????????????????? ??????,SEOULCHON The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1120,???????? ????? ?????????????????? ??????,PEPPER LUNCH The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1134,1:2 (??? ?? ????) ?????????????????? ?????,1:2 (ONE TO TWO COFFEE) The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1140,?????? ???? ?????????????????? ?????,KATEI SHABU The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1144,?????? ????????????? ?????????????????? ??????,MK RESTAURANTS The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1149,??????? ?????????????????? ?????,INTHANIN The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1161,????????? ?????????????????? ??????????,ZAAB ELI The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1164,???? ?????????????????? ?????,KOOMI The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1165,???????? ?????????????????? ??????????,JAGUEMSONG The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1170,?????? ?????? ?????????????????? ???????,FUNKY FRIES The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1173,???? ?????????????????? ??????????,AKA The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1185,?????? ?????????????????? ??????????,KOFUKU The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1187,?????????????????? ?????????????????? ??????????,ZHANGLIANG MALA TANG The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1191,???????????????????????? ?????????????????? ??????????,FUJI RESTAURANT The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1192,???????????????????????? ????????? ?????,FUJI RESTAURANT The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1193,??? ?????? ?????????????????? ??????????,KIN DONBURI The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1194,???????????? ????? ??????????? ?????????????????? ???????,FARMERIES & YENLYYOURS The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1207,??? ?? ?? ?????????????????? ?????,PICK A CHOUX The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1208,??????? ?????????????????? ??????????,PURADAK The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1209,????? ??????? ?????????????????? ???????,HASUL KOREAN RESTAURANT The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1210,??????? ????????? ?????,KFC The Mall Korat,3,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1211,???????????????????????? ?????????????????? ??????,FUJI RESTAURANT The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1212,?????? ????????????? ?????????????????? ??????????,MK RESTAURANTS The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1214,???????? ????? ?????????????????? ???????,PEPPER LUNCH The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1218,?????? ????????? ?????,NOBI CHA The Mall Korat,3,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1233,??? ?? ?????????????????? ???????,NOSE TEA The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1236,??????? ????? ?????????????????? ???????,KOGORO KATSU The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1237,????????? ?????????????????? ?????,BLENDIES The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1239,?????? ?????????????????? ??????????,SEOULCHON The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1244,???? ??????? ??? ???????? ???? ?????????????????? ??????????,FIRE TIGER BY SEOULCIAL CLUB The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1253,???? ?????????? ???????? ?????????????????? ???????,MINI ORIENTAL SPEEDBAR The Mall Lifestore Bangkapi,M,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1255,?????? ?????????????????? ???????,LAOYUAN The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1260,????? ?????? ?????? ????????? ?????,BLACK CANYON COFFEE The Mall Korat,2,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1262,???????? ?????????????????? ??????????,OHKAJHU The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1264,?????? ?????????????????? ?????,TORA CHA The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1266,??? ?????????? ?????????????????? ???????,MOS BURGER The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1297,??????? ????????? ????????? ?????,POTATO CORNER The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1301,????? ????????? ?????????????????? ???????,COCO ICHIBANYA The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1302,??????? ?????????????????? ???????,KFC The Mall Lifestore Bangkapi,G,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1304,??????????????? ?????????????????? ???????,LAEM CHAROEN SEAFOOD The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1308,???? ?????????????????? ???????,AKA The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1313,????? ?????? ?????????????????? ?????,CAFE AMAZON The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1319,????? ????????? ?????????????????? ?????,COCO ICHIBANYA The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1321,?????? ?????????????????? ???????,AMOR The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1322,???????? ???? ?????????????????? ??????????,YAKINIKU LIKE The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1329,?????? ?????????????????? ??????,BONCHON The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1349,????????? ?????????????????? ??????????,PAN KHAM HOM The Mall Lifestore Ngamwongwan,G,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1352,?? ????? ?????????????????? ?????,A RAMEN The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1355,101 ?????? ?????????????????? ?????,COFFEE 101 The Mall Lifestore Bangkae,1,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1358,?????? ????? ?????????????????? ?????,SHI TORI CAFE The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1359,?????????? ?????????????????? ??????,BEARHOUSE The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1364,???? ??? ??? ?????????????????? ?????,XING FU TANG The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1371,??? ?????????? ?????????????????? ?????,MOS BURGER The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1383,????? ?????? ?????????????????? ?????,COCO MONKEY The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1386,?????? ??????? ?????????  ?????????????????? ??????,JAEDANG SAMYAN The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1390,????????? ?????? ?????????????????? ??????,BAR B Q PLAZA The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1391,?????? ?????????????????? ???????,OOTOYA The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1393,?????? ??????? ??????? ?????? ?????????????????? ?????,SUKISHI KOREAN CHARCOAL GRILL The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1396,???? ??????? ?????????????????? ?????,MCDONALD'S The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1399,?????? ?????????????????? ?????,OOTOYA The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1405,?????? ??????? ??????? ?????? ?????????????????? ??????,MISAWA OSAKA TONKOTSU RAMEN The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1407,????????????? ????????? ?????,BURGER KING The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1409,????? ????????? ?????,YODCHA The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1412,??? ????? ?? ????????? ?????,S&P The Mall Korat,2,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1414,??? ???? ??????? ?????????????????? ?????,ON THE TABLE The Mall Lifestore Bangkae,G,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1417,?????? ?????????????????? ???????,AMPHAWA The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1418,??????? ????? ?????????????????? ?????,KOGORO KATSU The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1420,?????? ???? ????? ???????? ???????? ??????? ?????????????????? ??????,TENJO SUSHI & YAKINIKU PREMIUM BUFFET The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1425,????? ?????? ?????????????????? ??????,CAFE AMAZON The Mall Lifestore Thapra,1,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1436,?? ?? ??? ?????????????????? ??????????,TEA TO ONE The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1444,???? ?????????????????? ?????,PONN The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1449,???????? ?????????????????? ??????????,MIXUE The Mall Lifestore Ngamwongwan,6,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1452,??????????????? ?????????????????? ?????,LAEM CHAROEN SEAFOOD The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1454,"????? ??? 
 ??????????? ?????????????????? ???????",LT FISH RESTAURANT The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1455,?????? ????????? ?????,MEZZO The Mall Korat,2,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1460,??????? ?????????????????? ?????,MAGURO The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1466,?????? ?????????????????? ?????,SHABUSHI The Mall Lifestore Bangkae,4,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1471,???? ???? ?????????????????? ??????????,SUSHI SEKI The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1472,???? ?? ?????????????????? ??????,KAMU TEA The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1477,???????? ????? ?????????????????? ?????,PEPPER LUNCH The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1486,?????????????? ?????? ????????? ?????,PRANAKORN NOODLE The Mall Korat,3,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1492,??????? ??? ??? ????? ?????????????????? ?????,HOKKAIDO BAKED CHEESE TART The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1495,???????? ?????????????????? ???????,MIXUE The Mall Lifestore Bangkapi,2,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1497,???????? ????????? ?????,CHESTER'S The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1498,???? ?? ??? ?? ?????????????????? ??????????,NICE TWO MEAT U The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
1501,?????????? ????????? ?????,SWENSEN'S The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1509,????????? ?????????????????? ?????,DAIRY QUEEN The Mall Lifestore Bangkae,M,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1529,?????????? ?????????????????? ???????,BEARHOUSE The Mall Lifestore Bangkapi,1,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1535,???????? ????????? ?????,SANTA FE The Mall Korat,3,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1536,?????? ?????????????????? ???????,KOFUKU The Mall Lifestore Bangkapi,3,?????????????????? ???????,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
1538,?????????????? ?????? ?????????????????? ??????????,PRANAKORN NOODLE The Mall Lifestore Ngamwongwan,5,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1545,?????? ?????????????????? ?????,LAOYUAN The Mall Lifestore Bangkae,2,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
1551,????? ?????????????????? ??????????,GAGA The Mall Lifestore Ngamwongwan,2,?????????????????? ??????????,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1559,??????? ?????????????????? ??????,INTHANIN The Mall Lifestore Thapra,B,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1563,????? ????????? ?????????????????? ??????,COCO ICHIBANYA The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
1567,???? ?????? ??????? ????????? ?????,THE PIZZA COMPANY The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
1570,???? ??????? ????????? ?????,MCDONALD'S The Mall Korat,1,????????? ?????,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1579,?????? ???? ?????????????????? ??????,OPPA DAEK The Mall Lifestore Thapra,3,?????????????????? ??????,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1581,?????? ?????????????????? ?????,NOBI CHA The Mall Lifestore Bangkae,3,?????????????????? ?????,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
