no,branch_name_th,branch_name_en,floor,mall_th,mall_en,sub_category_th,sub_category_en,status,,,,,,,,,,,,,,,,,
73,ไนซือ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,NAIXUE The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
74,คาเทอิ ชาบู เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,KATEI SHABU The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
208,ดู๊บส์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,DOOBS The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
211,โจ ชา เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,JO'S CHA The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
212,บีนส์ คอฟฟี่ โรสเตอร์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,BEANS COFFEE ROASTER The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
213,บีนส์ คอฟฟี่ โรสเตอร์ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,BEANS COFFEE ROASTER The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
214,กวางทอง เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,KWANGTHONG The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
215,กวางทอง เดอะมอลล์ไลฟ์สโตร์ บางแค,KWANGTHONG The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
219,โนส ที เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,NOSE TEA The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
220,โนส ที เดอะมอลล์ไลฟ์สโตร์ บางแค,NOSE TEA The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
221,บอนชอน พารากอน,BONCHON Paragon,G,พารากอน,Paragon,Dining,Dining,active,,,,,,,,,,,,,,,,,
222,บอนชอน เอ็มควอเทียร์,BONCHON Emquartier,G,เอ็มควอเทียร์,Emquartier,Dining,Dining,active,,,,,,,,,,,,,,,,,
224,โอชายะ เดอะมอลล์ไลฟ์สโตร์ บางแค,Ochaya The Mall Lifestore Bangkae,M,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
231,ไอชา เดอะมอลล์ โคราช,AI CHA The Mall Korat,G,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
234,ป้อน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,PONN The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
240,อาฟเตอร์ ยู เดอะมอลล์ โคราช,AFTER YOU The Mall Korat,1,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
243,เกวินสัน เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,GAVINSON The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
244,มีความสุข เดอะมอลล์ไลฟ์สโตร์ บางแค,MEE KHWAM SOOK The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
247,แม็ค โดนัลด์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,MCDONALD'S The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
249,ฟาบิโอ พลัส เดอะมอลล์ไลฟ์สโตร์ บางแค,FABIO PLUS The Mall Lifestore Bangkae,3,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
260,เคเอฟซี เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,KFC The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
263,101 คอฟฟี่ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,COFFEE 101 The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
280,โนส ที เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,NOSE TEA The Mall Lifestore Ngamwongwan,3,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
288,โยกุรุโตะ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,YOGURUTO The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
289,โอลิโนะ เครป แอนด์ ที เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,OLINO CREPE & TEA The Mall Lifestore Ngamwongwan,G,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
291,โยกุรุโตะ เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,YOGURUTO The Mall Lifestore Ngamwongwan,6,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
294,โอ้กะจู๋ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,OHKAJHU The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
295,ปังสยาม เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,PUNG SIAM The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
296,คาเทอิ ชาบู เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,KATEI SHABU The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
298,กูร์กูร์ ชิคเก้นท์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,GUGU CHICKEN The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
313,เจ๊แดง สามย่าน จุ่มนัวร์  เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,JAEDANG SAMYAN The Mall Lifestore Ngamwongwan,5,เดอะมอลล์ไลฟ์สโตร์ งามวงศ์วาน,The Mall Lifestore Ngamwongwan,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
315,โจนส์สลัด เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,JONES SALAD The Mall Lifestore Thapra,B,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
317,แซ่บ คลาสสิก เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,ZAAP CLASSIC The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
340,แซ่บ คลาสสิก เดอะมอลล์ไลฟ์สโตร์ บางแค,ZAAP CLASSIC The Mall Lifestore Bangkae,3,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
341,เคน ภู ปัง เดอะมอลล์ไลฟ์สโตร์ บางแค,KEN PHU PANG The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
342,ลี่หยาง เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,LI YANG The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
363,หมิงคิ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,MINKKI The Mall Lifestore Thapra,G,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
373,คาเฟ่ อเมซอน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,CAFE AMAZON The Mall Lifestore Bangkapi,G,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
383,นัมบะ ชาบู เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,NAMBA SHABU The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
399,แรบบิท บับเบิ้ล มิลค์ที  เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,RABBIT BUBBLE MILK TEA The Mall Lifestore Thapra,1,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
416,แรบบิท บับเบิ้ล มิลค์ที  เดอะมอลล์ไลฟ์สโตร์ บางแค,RABBIT BUBBLE MILK TEA The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
432,สมุนตุ๋น เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SAMOONTOON The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
450,เตี๋ยวเรือเสาวรีย์ เดอะมอลล์ไลฟ์สโตร์ บางแค,SAOREE NOODLE The Mall Lifestore Bangkae,2,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
451,ซิซซ์เล่อร์ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,SIZZLER The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
452,สตาร์ อีเลเฟ่น ที เดอะมอลล์ไลฟ์สโตร์ บางแค,STAR ELEPHANT TEA The Mall Lifestore Bangkae,1,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
454,เตี๋ยวฉัน เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,TIEWCHUNN The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
471,โอโตยะ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,OOTOYA The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
488,โออิชิ บิซโทโระ เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,OISHI BIZTORO The Mall Lifestore Thapra,3,เดอะมอลล์ไลฟ์สโตร์ ท่าพระ,The Mall Lifestore Thapra,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
489,โออิชิ ราเมน เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,OISHI RAMEN The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
490,ชาบูชิ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,SHABUSHI The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
493,ชาบูชิ เดอะมอลล์ โคราช,SHABUSHI The Mall Korat,3,เดอะมอลล์ โคราช,The Mall Korat,Dining,Dining,active,,,,,,,,,,,,,,,,,
495,โอลิโนะ เครป แอนด์ ที เดอะมอลล์ไลฟ์สโตร์ บางแค,OLINO CREPE & TEA The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
497,โออิชิ บุฟเฟ่ต์ เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,OISHI BUFFET The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
538,คาเทอิ ชาบู เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,KATEI SHABU The Mall Lifestore Bangkapi,3,เดอะมอลล์ไลฟ์สโตร์ บางกะปิ,The Mall Lifestore Bangkapi,Dining,Dining,active,,,,,,,,,,,,,,,,,
549,พูราดัก เดอะมอลล์ไลฟ์สโตร์ บางแค,PURADAK The Mall Lifestore Bangkae,G,เดอะมอลล์ไลฟ์สโตร์ บางแค,The Mall Lifestore Bangkae,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
559,เบอร์เกอร์คิง พารากอน,BURGER KING Paragon,G,พารากอน,Paragon,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
560,เบอร์เกอร์คิง เอ็มควอเทียร์,BURGER KING Emquartier,G,เอ็มควอเทียร์,Emquartier,Dining,Dining,active,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
561,เบอร์เกอร์คิง เดอะมอลล์ สกายพอร์ต ดอนเมือง,BURGER KING The Mall Skyport Donmueang Airport,1,เดอะมอลล์ สกายพอร์ต ดอนเมือง,The Mall Skyport Donmueang Airport,Dining,Dining,active,,,,,,,,,,,,,,,,,
